KYTH07;1;1;1;久御山;京都府;511;51;135.7461;34.8983;145;278;0;0;-0.03
KYT002;1;0;2;久美浜;京都府;510;51;134.8941;35.6037;128;261;0;0;0.18
KYTH06;1;1;1;亀岡;京都府;511;51;135.4846;35.0469;140;275;0;0;-0.72
KYT011;1;0;2;亀岡;京都府;511;51;135.5638;35.017;141;275;0;0;-0.22
KYTH08;1;1;1;京都;京都府;511;51;135.7304;35.0094;145;276;0;0;-0.40
KYT012;1;1;2;京都;京都府;511;51;135.8188;34.9962;146;276;1;-1;-0.45
KYTH02;1;1;1;伊根;京都府;510;51;135.2496;35.7101;135;258;0;0;-0.44
KYT003;1;0;2;伊根;京都府;510;51;135.2919;35.6767;136;259;0;0;-0.36
KYT014;1;0;2;南山城;京都府;511;51;135.9921;34.7732;150;281;0;0;-0.57
KYT010;0;0;2;大布施;京都府;511;51;135.7738;35.2098;145;271;0;0;-0.44
KYT013;1;0;2;宇治;京都府;511;51;135.8047;34.8784;146;279;0;0;-0.30
KYT004;1;1;2;宮津;京都府;510;51;135.196;35.5354;134;263;1;0;-0.06
KYT015;1;0;2;広河原;京都府;511;51;135.7667;35.2497;145;270;0;0;-0.62
KYT009;1;0;2;日吉;京都府;511;51;135.5016;35.1637;140;272;0;0;-0.12
KYT008;1;0;2;本庄;京都府;511;51;135.3966;35.2612;138;269;0;0;-0.41
KYTH03;1;1;1;福知山;京都府;510;51;135.1334;35.313;132;268;0;0;-0.53
KYT006;1;0;2;福知山;京都府;510;51;135.1827;35.2759;133;269;0;0;-0.44
KYTH05;1;1;1;網野;京都府;510;51;135.0268;35.6814;130;259;0;0;0.59
KYTH04;1;1;1;美山;京都府;511;51;135.5508;35.2685;141;269;0;0;-0.56
KYT005;1;0;2;舞鶴;京都府;510;51;135.3891;35.4759;138;264;0;0;-0.95
KYT007;1;0;2;芦生;京都府;511;51;135.713;35.3057;144;268;0;0;-0.50
KYTH01;1;1;1;野田川;京都府;510;51;135.1243;35.5243;132;263;-1;0;-0.18
SAGH02;1;1;1;伊万里;佐賀県;720;72;129.8798;33.2656;26;318;0;0;-0.36
SAG004;1;0;2;伊万里;佐賀県;720;72;129.8813;33.2646;26;318;0;0;-0.38
SAG007;1;1;2;佐賀;佐賀県;721;72;130.3004;33.2627;34;318;0;0;-0.02
SAG005;1;0;2;厳木;佐賀県;720;72;130.0643;33.3213;29;317;0;0;-0.78
SAG002;1;0;2;唐津;佐賀県;720;72;129.9195;33.4247;26;314;0;0;-0.09
SAGH03;1;1;1;富士;佐賀県;721;72;130.2329;33.4098;33;315;0;0;-0.27
SAG003;1;0;2;富士;佐賀県;721;72;130.2074;33.373;32;316;0;0;-0.51
SAGH04;1;1;1;東脊振;佐賀県;721;72;130.4046;33.3654;36;316;0;0;-0.24
SAG006;1;0;2;武雄;佐賀県;721;72;130.034;33.1916;29;320;0;0;-0.36
SAGH05;1;1;1;白石;佐賀県;721;72;130.1046;33.1806;30;320;0;0;-0.82
SAGH01;1;1;1;鎮西;佐賀県;720;72;129.8877;33.508;26;312;0;0;-0.53
SAG001;1;0;2;鎮西;佐賀県;720;72;129.8771;33.5274;25;312;0;0;-0.50
SAG008;1;0;2;鹿島;佐賀県;721;72;130.0996;33.1038;30;322;0;0;-0.59
HYGH01;1;1;1;三原;兵庫県;535;53;134.7941;34.2937;126;293;0;0;-0.31
HYG020;1;0;2;三木;兵庫県;531;53;134.9899;34.7976;130;281;0;0;-0.26
HYG015;1;0;2;三田;兵庫県;531;53;135.2713;34.9515;135;277;0;0;-0.01
HYG011;1;0;2;上月;兵庫県;532;53;134.3228;34.9848;116;276;0;0;-0.80
HYGH05;1;1;1;上郡;兵庫県;532;53;134.3284;34.8995;116;278;0;0;-0.56
HYG010;1;0;2;丹南;兵庫県;531;53;135.1777;35.0593;133;274;0;0;-0.25
HYG026;1;1;2;五色;兵庫県;535;53;134.7925;34.4149;126;290;0;0;-0.30
HYGH14;1;1;1;出石;兵庫県;530;53;134.8621;35.4574;127;265;0;0;-0.60
HYG003;1;0;2;出石;兵庫県;530;53;134.8758;35.4615;127;264;0;0;-0.37
HYGH10;1;1;1;加古川;兵庫県;531;53;134.8078;34.8164;126;280;0;0;-0.08
HYG019;1;0;2;加古川;兵庫県;531;53;134.8236;34.832;126;280;0;0;0.04
HYGH08;1;1;1;加美;兵庫県;531;53;134.9036;35.101;128;273;0;0;-0.19
HYGH02;1;1;1;南光;兵庫県;532;53;134.4234;35.0671;118;274;0;0;-0.71
HYG027;1;1;2;南淡;兵庫県;535;53;134.7292;34.2499;124;294;0;0;-0.63
HYG005;1;0;2;和田山;兵庫県;530;53;134.8619;35.3407;127;267;0;0;-0.25
HYGH07;1;1;1;夢前;兵庫県;532;53;134.6701;35.0322;123;275;0;0;-0.81
HYG006;1;0;2;大屋;兵庫県;530;53;134.6652;35.3326;123;268;0;0;-0.66
HYG018;1;0;2;姫路;兵庫県;532;53;134.687;34.8143;123;280;0;0;-0.22
HYG012;1;0;2;山崎;兵庫県;532;53;134.552;34.9959;121;276;0;0;-0.37
HYGH11;1;1;1;山東;兵庫県;530;53;134.9071;35.2925;128;269;0;0;0.00
HYG013;1;0;2;市川;兵庫県;532;53;134.7634;34.989;125;276;0;0;-0.41
HYGH12;1;1;1;新宮;兵庫県;532;53;134.5423;34.9313;120;277;0;0;-0.47
HYG023;1;0;2;明石;兵庫県;531;53;134.9999;34.6444;130;285;0;0;-0.15
HYGH15;1;1;1;村岡;兵庫県;530;53;134.5953;35.4697;121;264;0;0;-0.56
HYG004;1;0;2;村岡;兵庫県;530;53;134.5748;35.4582;121;265;0;0;-0.71
HYGH09;1;1;1;東条;兵庫県;531;53;135.0844;34.9082;131;278;0;0;-0.07
HYG024;1;1;2;東浦;兵庫県;535;53;134.9904;34.533;130;287;0;0;-0.19
HYGH03;1;1;1;波賀;兵庫県;532;53;134.5237;35.2193;120;270;0;0;-0.50
HYG007;1;0;2;波賀;兵庫県;532;53;134.5459;35.1637;120;272;0;0;-0.89
HYG025;1;1;2;洲本;兵庫県;535;53;134.9014;34.3405;128;292;0;0;-0.35
HYG001;1;0;2;浜坂;兵庫県;530;53;134.45;35.6194;119;261;0;0;-0.56
HYG008;1;0;2;生野;兵庫県;530;53;134.788;35.1482;125;272;0;0;-0.29
HYGH06;1;1;1;相生;兵庫県;532;53;134.4792;34.7935;119;281;0;0;-0.65
HYG021;1;1;2;神戸;兵庫県;531;53;135.1583;34.6898;133;283;0;0;-0.48
HYGH04;1;1;1;篠山;兵庫県;531;53;135.2811;35.0708;135;274;0;0;-0.38
HYG022;1;0;2;西宮;兵庫県;531;53;135.3499;34.7463;137;282;0;0;-0.27
HYG014;1;0;2;西脇;兵庫県;531;53;134.9999;35.0023;130;276;0;0;-0.62
HYG016;1;0;2;赤穂;兵庫県;532;53;134.39;34.7551;117;282;0;0;0.05
HYGH13;1;1;1;香住;兵庫県;530;53;134.6566;35.6208;123;261;0;0;0.11
HYG002;1;0;2;香住;兵庫県;530;53;134.6284;35.6411;122;260;0;0;-0.19
HYG009;1;0;2;黒井;兵庫県;531;53;135.1041;35.169;132;272;0;0;-0.16
HYG017;1;0;2;龍野;兵庫県;532;53;134.5445;34.8593;120;279;0;0;-0.37
HKD111;1;0;2;えりも;北海道;152;11;143.1487;42.017;296;104;0;0;-1.03
HKD112;1;1;2;えりも岬;北海道;152;11;143.2403;41.937;297;106;0;0;-0.31
HKD061;1;0;2;ウトロ;北海道;140;13;144.9973;44.0699;333;53;0;0;-0.25
HKD101;0;1;2;トムラウシ;北海道;155;13;142.9473;43.3338;291;71;0;0;-0.84
HKD146;1;0;2;ニセコ;北海道;116;10;140.6877;42.8077;245;84;0;0;-0.18
HKD156;1;0;2;七飯;北海道;106;11;140.6958;41.8995;246;106;0;0;-0.27
HKD108;1;0;2;三石;北海道;151;11;142.5643;42.2528;284;98;0;0;-0.16
SRCH07;1;1;1;三笠;北海道;122;10;141.8978;43.23;270;74;0;0;-0.48
HKD153;1;0;2;上の湯;北海道;105;11;140.3758;42.1244;239;101;0;0;-0.26
KKWH15;1;1;1;上川;北海道;126;12;142.7656;43.8546;288;59;0;0;-1.01
HKD034;1;0;2;上川;北海道;126;12;142.7686;43.8543;288;59;0;0;-0.96
HKD004;1;0;2;上猿払;北海道;135;12;142.2255;45.2141;277;25;0;0;0.35
OSMH02;1;1;1;上磯;北海道;106;11;140.6331;41.8374;244;108;0;0;-0.16
HKD068;1;0;2;上西春別;北海道;166;13;144.7704;43.4108;329;69;0;0;0.42
HKD029;1;0;2;下川;北海道;125;12;142.6419;44.3111;285;47;0;0;-0.52
KKWH06;1;1;1;下川東;北海道;125;12;142.7656;44.3207;288;47;0;0;-1.48
KKWH05;1;1;1;下川西;北海道;125;12;142.6303;44.2921;285;48;0;0;-0.56
KKWH14;1;1;1;中富良野;北海道;127;12;142.5245;43.3841;283;70;0;0;-0.55
KKWH10;1;1;1;中川;北海道;125;12;142.0528;44.6617;273;39;0;0;-0.30
HKD025;1;0;2;中川;北海道;125;12;142.0717;44.8116;274;35;0;0;-0.07
HKD096;1;0;2;中札内;北海道;157;13;143.1356;42.6975;295;87;0;0;-0.38
NMRH03;1;1;1;中標津;北海道;165;13;144.9665;43.5508;333;66;0;0;0.11
HKD067;1;0;2;中標津;北海道;165;13;144.9726;43.555;333;66;0;0;0.46
SOYH08;1;1;1;中頓別;北海道;136;12;142.2247;44.9387;277;32;0;0;-0.51
HKD007;1;0;2;中頓別;北海道;136;12;142.2908;44.9698;278;31;0;0;-0.85
HKD087;1;0;2;二股;北海道;161;13;143.8916;43.1502;311;76;0;0;-0.49
HKD042;1;0;2;仁宇布;北海道;125;12;142.5691;44.545;284;42;0;0;-0.65
HKD165;1;0;2;今金;北海道;110;11;140.0175;42.4286;232;94;0;0;-0.08
HKD133;1;0;2;伊達;北海道;145;11;140.8658;42.4727;249;92;0;0;0.53
ABSH10;1;1;1;佐呂間;北海道;141;13;143.9455;44.0813;312;53;0;0;-0.67
HKD051;1;0;2;佐呂間;北海道;141;13;143.7747;44.0185;308;54;0;0;-0.68
HKD137;1;0;2;余別;北海道;115;10;140.3791;43.3235;239;72;0;0;-0.65
HKD139;1;0;2;余市;北海道;115;10;140.7818;43.1974;247;75;0;0;0.08
SBSH05;1;1;1;倶知安;北海道;116;10;140.8223;42.95;248;81;1;0;-0.61
HKD144;1;1;2;倶知安;北海道;116;10;140.7672;42.9057;247;82;-1;1;-0.09
HKD152;1;0;2;八雲;北海道;105;11;140.2636;42.2586;237;98;0;0;-0.47
SBSH04;1;1;1;共和;北海道;117;10;140.6219;42.9758;244;80;0;0;-0.60
HKD160;1;1;2;函館;北海道;106;11;140.7383;41.7701;246;110;0;0;0.03
HKD017;1;0;2;初山別;北海道;130;12;141.7664;44.5323;267;42;0;0;-0.63
HKD069;1;0;2;別海;北海道;166;13;145.1168;43.3941;336;70;0;0;0.21
NMRH04;1;1;1;別海東;北海道;166;13;145.1224;43.3978;336;70;0;0;0.21
NMRH05;1;1;1;別海西;北海道;166;13;144.8021;43.39;329;70;0;0;0.23
HKD174;1;0;2;北島歌;北海道;110;11;139.8287;42.5949;228;89;0;0;-0.44
HYMH01;1;1;1;北檜山;北海道;110;11;139.9678;42.4851;231;92;0;0;-0.56
HKD054;1;1;2;北見;北海道;141;13;143.9008;43.7996;311;60;0;0;-0.34
IKRH03;1;1;1;千歳;北海道;102;10;141.6399;42.888;265;82;0;0;-0.15
HKD184;1;0;2;千歳;北海道;102;10;141.601;42.79;264;85;0;0;0.23
HKD038;1;0;2;南富良野;北海道;127;12;142.5662;43.1666;284;75;0;0;-0.36
HKD157;1;0;2;南茅部;北海道;106;11;140.9697;41.9051;251;106;0;0;0.03
KKWH08;1;1;1;占冠;北海道;127;12;142.6562;43.0406;285;78;0;0;-0.08
HKD040;1;0;2;占冠;北海道;127;12;142.3995;42.9805;280;80;0;0;-0.70
HKD076;1;0;2;厚岸;北海道;161;13;144.8498;43.0509;330;78;0;0;-0.17
HKD071;1;0;2;厚床;北海道;167;13;145.2604;43.2326;338;74;0;0;0.43
HYMH02;1;1;1;厚沢部;北海道;110;11;140.3087;41.9856;238;104;0;0;-0.53
HKD177;1;0;2;厚田;北海道;100;10;141.4346;43.4001;261;70;0;0;-0.49
IBUH03;1;1;1;厚真;北海道;146;11;141.8641;42.6486;269;88;0;0;0.47
SBSH01;1;1;1;古平;北海道;115;10;140.6228;43.2341;244;74;0;0;-0.77
KKWH04;1;1;1;名寄;北海道;125;12;142.4056;44.4376;280;44;0;0;-0.45
HKD028;1;0;2;名寄;北海道;125;12;142.4547;44.3598;281;46;0;0;-0.43
KKWH11;1;1;1;和寒;北海道;125;12;142.2834;43.9754;278;56;0;0;-0.14
HKD032;1;0;2;和寒;北海道;125;12;142.4123;44.0235;281;54;0;0;-0.34
SBSH08;1;1;1;喜茂別;北海道;116;10;140.9766;42.768;251;85;0;0;-0.21
HKD145;1;0;2;喜茂別;北海道;116;10;140.9364;42.7977;251;84;0;0;-0.37
HKD176;1;0;2;四番川;北海道;100;10;141.5924;43.5324;264;66;0;0;-0.13
HKD078;1;0;2;塘路;北海道;161;13;144.4976;43.1486;323;76;0;0;0.25
HKD022;1;0;2;増毛;北海道;131;12;141.5275;43.8515;263;59;0;0;-0.17
HKD030;1;0;2;士別;北海道;125;12;142.3942;44.1821;280;50;0;0;-0.58
HKD094;1;0;2;士幌;北海道;156;13;143.2408;43.1694;297;75;0;0;-0.37
HKD135;1;0;2;壮瞥;北海道;145;11;140.8866;42.5533;249;90;0;0;0.12
SRCH10;1;1;1;夕張;北海道;122;10;142.0085;42.993;272;80;0;0;-0.81
HKD123;1;0;2;夕張;北海道;122;10;142.0085;42.9933;272;80;0;0;-0.76
HKD166;1;0;2;大成;北海道;110;11;139.8184;42.2286;228;98;0;0;-1.02
TKCH08;1;1;1;大樹;北海道;157;13;143.152;42.4865;296;92;0;0;0.14
HKD098;1;0;2;大樹;北海道;157;13;143.2787;42.4984;298;92;0;0;-0.08
IBUH07;1;1;1;大滝;北海道;145;11;141.0643;42.6476;253;88;0;0;-0.11
HKD134;1;0;2;大滝;北海道;145;11;141.0791;42.6711;253;88;0;0;0.06
HKD041;1;0;2;天人峡;北海道;126;12;142.6837;43.6249;286;64;0;0;-0.48
RMIH02;1;1;1;天塩;北海道;130;12;141.9251;44.8948;271;33;0;0;-0.06
HKD015;1;0;2;天塩;北海道;130;12;141.75;44.8845;267;33;0;0;0.33
ABSH11;1;1;1;女満別;北海道;140;13;144.1913;43.9144;317;57;0;0;-0.24
HKD002;1;0;2;宗谷岬;北海道;135;12;141.9548;45.5132;271;18;0;0;-0.68
HKD183;1;0;2;定山渓;北海道;101;10;141.1651;42.9721;255;80;0;0;-0.72
IBUH06;1;1;1;室蘭;北海道;146;11;141.0017;42.4116;252;94;0;0;0.39
HKD132;1;1;2;室蘭;北海道;146;11;141.0319;42.3483;252;95;0;1;0.24
HKD062;1;0;2;富士見;北海道;141;13;143.3088;43.6746;299;63;0;0;-0.67
KKWH07;1;1;1;富良野;北海道;127;12;142.3409;43.3697;279;70;0;0;-0.67
HKD039;1;0;2;富良野;北海道;127;12;142.3845;43.3421;280;71;0;0;-0.45
HKD149;1;0;2;寿都;北海道;117;10;140.2305;42.7904;236;85;0;0;-1.01
RMIH04;1;1;1;小平東;北海道;131;12;141.9621;44.0974;271;53;0;0;-0.60
RMIH05;1;1;1;小平西;北海道;131;12;141.7876;44.0254;268;54;0;0;-0.19
HKD140;1;0;2;小樽;北海道;115;10;140.9935;43.1907;252;75;0;0;-0.33
ABSH12;1;1;1;小清水;北海道;140;13;144.4574;43.8566;322;58;0;0;-0.18
HKD059;1;0;2;小清水;北海道;140;13;144.4629;43.8565;322;58;0;0;-0.28
HKD171;1;1;2;小砂子;北海道;110;11;139.9976;41.6487;231;113;0;0;-0.46
HKD035;1;0;2;層雲峡;北海道;126;12;142.9033;43.7704;291;61;0;0;-1.32
HKD143;1;0;2;岩内;北海道;117;10;140.5094;42.9793;242;80;0;0;-0.27
HKD122;1;1;2;岩見沢;北海道;122;10;141.7754;43.1968;268;75;0;0;-0.28
SBSH10;1;1;1;島牧;北海道;117;10;140.1557;42.7797;235;85;0;0;-0.69
HKD150;1;0;2;島牧;北海道;117;10;140.0616;42.7011;233;87;0;0;-0.64
HKD081;1;0;2;川湯;北海道;160;13;144.3901;43.6427;321;64;0;0;-0.27
HKD095;1;1;2;帯広;北海道;156;13;143.2137;42.9311;297;81;0;0;-0.14
HKD052;1;0;2;常呂;北海道;141;13;144.0712;44.1204;314;52;0;0;-0.22
HKD115;1;0;2;幌加内;北海道;125;12;142.1484;44.0071;275;55;0;0;-0.72
SRCH02;1;1;1;幌加内中;北海道;125;12;142.1414;44.116;275;52;0;0;-0.44
SRCH01;1;1;1;幌加内北;北海道;125;12;142.1594;44.2803;275;48;0;0;-0.69
SRCH03;1;1;1;幌加内南;北海道;125;12;142.1258;43.9994;275;55;0;0;-0.46
RMIH01;1;1;1;幌延;北海道;135;12;142.0795;45.0167;274;30;0;0;-0.15
HKD103;1;0;2;幌毛志;北海道;150;11;142.2973;42.7275;278;86;0;0;-0.03
HKD104;1;0;2;平取;北海道;150;11;142.131;42.5886;275;90;0;0;-0.50
HDKH02;1;1;1;平取東;北海道;150;11;142.4054;42.7061;280;87;0;0;-0.45
HDKH01;1;1;1;平取西;北海道;150;11;142.2296;42.7031;277;87;0;0;-0.28
HKD100;1;1;2;広尾;北海道;157;13;143.312;42.2864;299;97;0;0;0.51
HKD182;1;0;2;広島;北海道;102;10;141.5524;42.9925;263;80;0;0;-0.07
HKD080;1;1;2;弟子屈;北海道;160;13;144.4485;43.5077;322;67;0;0;0.05
IKRH01;1;1;1;当別;北海道;100;10;141.5836;43.4087;264;69;0;0;-0.32
HKD179;1;0;2;当別;北海道;100;10;141.5171;43.2237;262;74;0;0;-0.13
HKD033;1;0;2;愛別;北海道;126;12;142.5695;43.909;284;57;0;0;-1.08
HKD159;1;0;2;戸井;北海道;106;11;141.0025;41.7162;252;111;0;0;0.47
HKD185;1;0;2;支笏湖畔;北海道;102;10;141.4021;42.7755;260;85;0;0;0.13
HKD060;1;0;2;斜里;北海道;140;13;144.6657;43.9136;326;57;0;0;-0.23
ABSH08;1;1;1;斜里北;北海道;140;13;144.9935;44.064;333;53;0;0;-0.59
ABSH09;1;1;1;斜里南;北海道;140;13;144.8071;43.9269;329;57;0;0;-0.34
HDKH05;1;0;1;新冠;北海道;151;11;142.5446;42.5977;283;89;0;0;-0.73
HKD099;1;0;2;新得;北海道;155;13;142.8395;43.0736;289;78;0;0;0.04
TKCH10;1;1;1;新得北;北海道;155;13;142.9448;43.3337;291;71;0;0;-0.84
TKCH04;1;1;1;新得南;北海道;155;13;142.9176;43.1739;291;75;0;0;-0.17
IKRH02;1;1;1;新篠津;北海道;100;10;141.6523;43.2204;265;74;0;0;0.24
HKD102;1;0;2;日高;北海道;150;11;142.4484;42.8775;281;82;0;0;-0.67
HKD128;1;0;2;早来;北海道;146;11;141.8221;42.7655;269;85;0;0;0.34
HKD036;1;1;2;旭川;北海道;126;12;142.3648;43.7726;280;61;0;0;-0.48
HKD120;1;0;2;月形;北海道;122;10;141.6635;43.3443;265;71;0;0;-0.25
HKD031;1;0;2;朝日;北海道;122;10;142.5952;44.1185;284;52;0;0;-1.19
HKD161;1;0;2;木古内;北海道;107;11;140.4334;41.6795;240;112;0;0;0.05
HKD169;1;0;2;木間内;北海道;110;11;140.3695;41.9352;239;106;0;0;-0.20
TKCH05;1;1;1;本別;北海道;156;13;143.6181;43.1211;305;77;0;0;0.03
HKD090;1;0;2;本別;北海道;156;13;143.6183;43.1213;305;77;0;0;-0.03
HKD070;1;0;2;本別海;北海道;166;13;145.284;43.3852;339;70;0;0;0.15
HKD180;1;0;2;札幌;北海道;101;10;141.3513;43.139;259;76;0;0;0.18
HKD114;1;0;2;朱鞠内;北海道;125;12;142.1612;44.2806;275;48;0;0;-0.05
HKD011;1;1;2;東利尻;北海道;139;12;141.217;45.246;256;24;0;0;-0.45
HKD163;1;0;2;松前;北海道;107;11;140.1115;41.4339;234;118;0;0;-0.59
HKD008;1;0;2;枝幸;北海道;136;12;142.5744;44.9375;284;32;0;0;-0.43
SRCH09;1;1;1;栗山;北海道;122;10;141.8063;43.0587;268;78;0;0;0.20
HKD073;1;1;2;根室;北海道;167;13;145.6003;43.3327;345;71;0;0;0.07
HKD154;1;0;2;森;北海道;106;11;140.5633;42.0963;243;102;0;0;-0.17
HKD158;1;0;2;椴法華;北海道;106;11;141.1411;41.8345;255;108;0;0;0.52
HDKH07;1;1;1;様似;北海道;152;11;142.9164;42.133;291;101;0;0;-0.25
HKD110;1;0;2;様似;北海道;152;11;142.9353;42.1306;291;101;0;0;-0.06
HKD066;1;0;2;標津;北海道;165;13;145.1307;43.6619;336;63;0;0;0.47
NMRH01;1;1;1;標津北;北海道;165;13;145.0246;43.785;334;60;0;0;-0.33
NMRH02;1;1;1;標津南;北海道;165;13;144.9618;43.6772;332;63;0;0;0.40
HKD079;1;0;2;標茶;北海道;161;13;144.5996;43.3033;325;72;0;0;-0.20
KSRH03;1;1;1;標茶北;北海道;161;13;144.6279;43.3848;326;70;0;0;0.18
KSRH04;1;1;1;標茶南;北海道;161;13;144.6804;43.2139;327;74;0;0;0.07
HKD009;1;0;2;歌登;北海道;136;12;142.4811;44.8417;282;34;0;0;-0.42
SOYH09;1;1;1;歌登北;北海道;136;12;142.4868;44.857;282;34;0;0;-0.53
SOYH10;1;1;1;歌登南;北海道;136;12;142.6039;44.7433;284;37;0;0;-0.69
HKD018;1;0;2;正修;北海道;130;12;141.9653;44.5453;271;42;0;0;-0.44
HKD181;1;1;2;江別;北海道;101;10;141.5462;43.1161;263;77;0;0;0.19
HKD168;1;0;2;江差;北海道;110;11;140.127;41.8691;234;107;0;0;-0.46
HKD092;1;0;2;池田;北海道;156;13;143.4483;42.9283;302;81;0;0;0.28
HKD014;1;0;2;沼川;北海道;135;12;141.8531;45.2525;269;24;0;0;-0.31
SRCH04;1;1;1;沼田;北海道;120;10;141.9397;43.8203;271;59;0;0;-0.40
HKD116;1;0;2;沼田;北海道;120;10;141.9342;43.8007;271;60;0;0;-0.08
SBSH02;1;1;1;泊;北海道;117;10;140.5017;43.0527;242;78;0;0;-0.72
HKD057;1;0;2;津別;北海道;140;13;144.0272;43.7055;313;62;0;0;-0.49
KSRH10;1;1;1;浜中;北海道;161;13;145.1168;43.2084;336;74;0;0;0.33
HKD075;1;0;2;浜中;北海道;161;13;145.1296;43.0767;336;78;0;0;0.03
HKD175;1;0;2;浜益;北海道;100;10;141.3882;43.6015;260;65;0;0;-0.49
SOYH07;1;1;1;浜頓別;北海道;136;12;142.4307;45.1001;281;28;0;0;-0.96
HKD006;1;0;2;浜頓別;北海道;136;12;142.3519;45.1266;279;27;0;0;-0.37
HKD091;1;0;2;浦幌;北海道;156;13;143.6588;42.8087;306;84;0;0;0.80
HKD109;1;0;2;浦河;北海道;152;11;142.7673;42.1678;288;100;0;0;-0.03
HKD117;1;0;2;深川;北海道;120;10;142.0525;43.7243;273;62;0;0;-0.42
SRCH05;1;1;1;深川北;北海道;120;10;142.1594;43.8243;275;59;0;0;-0.94
SRCH06;1;1;1;深川南;北海道;120;10;142.0776;43.6948;274;62;0;0;-0.57
TKCH11;1;1;1;清水;北海道;156;13;142.883;42.8742;290;83;0;0;-0.16
HKD020;1;0;2;港町;北海道;131;12;141.6642;44.1486;265;51;0;0;-0.38
HKD048;1;0;2;湧別;北海道;142;13;143.6155;44.2199;305;50;0;0;0.04
ABSH06;1;1;1;湧別北;北海道;142;13;143.6202;44.2146;305;50;0;0;-0.22
HKD170;1;0;2;湯ノ岱;北海道;110;11;140.2512;41.7492;237;110;0;0;-0.96
HKD046;1;0;2;滝上;北海道;142;13;143.0774;44.1915;294;50;0;0;-1.30
ABSH04;1;1;1;滝上北;北海道;142;13;143.0767;44.192;294;50;0;0;-1.53
ABSH05;1;1;1;滝上南;北海道;142;13;143.0111;44.1146;293;52;0;0;-1.01
HKD118;1;0;2;滝川;北海道;121;10;141.9175;43.5524;270;66;0;0;-0.24
HKD164;1;0;2;瀬棚;北海道;110;11;139.8537;42.4502;228;93;0;0;-0.43
HYMH03;1;1;1;熊石;北海道;105;11;140.004;42.1344;232;101;0;0;-0.77
HKD167;1;0;2;熊石;北海道;105;11;139.9815;42.1297;231;101;0;0;-0.22
