region/code;city/code;city/jp;city/en;noCode;code;name;eng;latitude;longitude;arv
100;123500;石狩市;Ishikari-shi;1000000;123500;石狩市花川;Ishikari-shi Hanakawa;43.1714;141.3156;2.041
100;123500;石狩市;Ishikari-shi;1000001;123501;石狩市聚富;Ishikari-shi Shippu;43.2753;141.4175;1.066
100;123500;石狩市;Ishikari-shi;1000020;123520;石狩市厚田;Ishikari-shi Atsuta;43.4;141.4344;1.442
100;123500;石狩市;Ishikari-shi;1000021;123521;石狩市浜益;Ishikari-shi Hamamasu;43.6014;141.3881;0.669
100;123500;石狩市;Ishikari-shi;1000022;123522;石狩市花畔;Ishikari-shi Bannaguro;43.1719;141.3044;1.442
100;130300;当別町;Tōbetsu-chō;1000120;130320;当別町白樺;Tōbetsu-chō Shirakaba;43.2236;141.5169;2.120
100;130400;新篠津村;Shin-shinotsu-mura;1000231;130431;新篠津村第４７線;Shin-shinotsu-mura Dai-47-sen;43.2256;141.6492;2.203
101;110100;札幌中央区;Sapporo-shi Chūō-ku;1010000;110100;札幌中央区北２条;Sapporo-shi Chūō-ku Kita-2-jou;43.0603;141.3286;1.323
101;110100;札幌中央区;Sapporo-shi Chūō-ku;1010040;110140;札幌中央区南４条;Sapporo-shi Chūō-ku Minami-4-jou;43.0547;141.3428;1.286
101;110200;札幌北区;Sapporo-shi Kita-ku;1010120;110220;札幌北区太平;Sapporo-shi Kita-ku Taihei;43.1389;141.3511;2.331
101;110200;札幌北区;Sapporo-shi Kita-ku;1010140;110240;札幌北区篠路;Sapporo-shi Kita-ku Shinoro;43.1428;141.3578;2.298
101;110200;札幌北区;Sapporo-shi Kita-ku;1010141;110241;札幌北区新琴似;Sapporo-shi Kita-ku Shinkotoni;43.1136;141.3303;2.241
101;110300;札幌東区;Sapporo-shi Higashi-ku;1010241;110341;札幌東区元町;Sapporo-shi Higashi-ku Moto-machi;43.0944;141.3742;2.215
101;110400;札幌白石区;Sapporo-shi Shiroishi-ku;1010341;110441;札幌白石区北郷;Sapporo-shi Shiroishi-ku Kitagō;43.055;141.4214;1.498
101;110500;札幌豊平区;Sapporo-shi Toyohira-ku;1010440;110540;札幌豊平区月寒東;Sapporo-shi Toyohira-ku Tsukisamuhigatsu;43.0303;141.4;1.418
101;110600;札幌南区;Sapporo-shi Minami-ku;1010520;110620;札幌南区定山渓温泉;Sapporo-shi Minami-ku Jōzankei-onsen;42.9719;141.165;0.805
101;110600;札幌南区;Sapporo-shi Minami-ku;1010542;110642;札幌南区川沿;Sapporo-shi Minami-ku Kawazoe;43;141.3325;1.162
101;110600;札幌南区;Sapporo-shi Minami-ku;1010543;110643;札幌南区石山;Sapporo-shi Minami-ku Ishiyama;42.9656;141.3306;1.270
101;110700;札幌西区;Sapporo-shi Nishi-ku;1010640;110740;札幌西区琴似;Sapporo-shi Nishi-ku Kotoni;43.0739;141.3003;1.294
101;110800;札幌厚別区;Sapporo-shi Atsubetsu-ku;1010740;110840;札幌厚別区もみじ台;Sapporo-shi Atsubetsu-ku Momijidai;43.0303;141.4931;1.405
101;110900;札幌手稲区;Sapporo-shi Teine-ku;1010840;110940;札幌手稲区前田;Sapporo-shi Teine-ku Maeda;43.1197;141.2639;2.189
101;121700;江別市;Ebetsu-shi;1010900;121700;江別市高砂町;Ebetsu-shi  Takasago-chō;43.1036;141.5358;1.551
101;121700;江別市;Ebetsu-shi;1010920;121720;江別市緑町;Ebetsu-shi Midori-machi;43.1158;141.5461;1.798
101;111000;札幌清田区;Sapporo-shi Kiyota-ku;1011040;111040;札幌清田区平岡;Sapporo-shi Kiyota-ku Hiraoka;43;141.4433;1.320
102;122400;千歳市;Chitose-shi;1020000;122400;千歳市北栄;Chitose-shi Hokuei;42.8258;141.6414;1.458
102;122400;千歳市;Chitose-shi;1020001;122401;新千歳空港;New Chitose Airport;42.7839;141.6786;1.614
102;122400;千歳市;Chitose-shi;1020020;122420;千歳市若草;Chitose-shi Wakakusa;42.7897;141.6008;1.513
102;122400;千歳市;Chitose-shi;1020021;122421;千歳市支笏湖温泉;Chitose-shi Kotsuko-onsen;42.7753;141.4019;0.669
102;123100;恵庭市;Eniwa-shi;1020100;123100;恵庭市漁平;Eniwa-shi Izaridaira;42.8433;141.4458;1.179
102;123100;恵庭市;Eniwa-shi;1020130;123130;恵庭市京町;Eniwa-shi Kyō-machi;42.8819;141.5778;1.254
102;123400;北広島市;Kitahiroshima-shi;1020220;123420;北広島市共栄;Kitahiroshima-shi Kyōei;42.9922;141.5522;1.433
105;134600;八雲町;Yakumo-chō;1050001;134601;八雲町上の湯;Yakumo-chō Kaminoyu;42.1192;140.3661;1.090
105;134600;八雲町;Yakumo-chō;1050020;134620;八雲町住初町;Yakumo-chō Sumizome-chō;42.2583;140.2633;1.231
105;134600;八雲町;Yakumo-chō;1050021;134621;八雲町熊石雲石町;Yakumo-chō Kumaishiunseki-choō;42.1294;139.9814;1.476
105;134700;長万部町;Oshamambetsu-chō;1050120;134720;長万部町平里;Oshamambetsu-chō Hirasato;42.4942;140.3539;1.859
106;120200;函館市;Hakodate-shi;1060001;120201;函館市尾札部町;Hakodate-shi Osashibe-chō;41.89;141.0289;0.857
106;120200;函館市;Hakodate-shi;1060002;120202;函館市美原;Hakodate-shi Mihara;41.8167;140.7539;1.079
106;120200;函館市;Hakodate-shi;1060020;120220;函館市大森町;Hakodate-shi Ōmori-chō;41.77;140.7381;1.442
106;120200;函館市;Hakodate-shi;1060021;120221;函館市泊町;Hakodate-shi Tomari-machi;41.7161;141.0022;1.459
106;120200;函館市;Hakodate-shi;1060022;120222;函館市新浜町;Hakodate-shi Shinhama-chō;41.8344;141.1408;1.848
106;120200;函館市;Hakodate-shi;1060023;120223;函館市川汲町;Hakodate-shi Kakkumi-chō;41.905;140.9694;0.908
106;120200;函館市;Hakodate-shi;1060031;120231;函館市日ノ浜町;Hakodate-shi Hinohama-chō;41.7878;141.1078;1.442
106;133700;七飯町;Nanae-chō;1060301;133701;七飯町桜町;Nanae-chō Sakura-machi;41.9031;140.6878;0.882
106;133700;七飯町;Nanae-chō;1060320;133720;七飯町本町;Nanae-chō Hon-chō;41.8994;140.6956;1.165
106;134300;鹿部町;Shikabe-chō;1060820;134320;鹿部町宮浜;Shikabe-chō Miyahama;42.0433;140.8064;1.914
106;134500;渡島森町;Mori-machi;1061003;134503;渡島森町御幸町;Mori-machi Miyuki-chō;42.105;140.5764;1.442
106;134500;渡島森町;Mori-machi;1061020;134520;渡島森町上台町;Mori-machi Uwadai-chō;42.0961;140.5631;1.296
106;134500;渡島森町;Mori-machi;1061031;134531;渡島森町砂原;Mori-machi Sawara;42.1242;140.6669;1.353
106;123600;渡島北斗市;Hokuto-shi;1061132;123632;渡島北斗市中央;Hokuto-shi Chūō;41.8239;140.6533;1.442
106;123600;渡島北斗市;Hokuto-shi;1061133;123633;渡島北斗市本町;Hokuto-shi Hon-chō;41.8833;140.6439;1.274
107;133100;渡島松前町;Matsumae-chō;1070000;133100;渡島松前町福山;Matsumae-chō Fukuyama;41.4297;140.1103;1.533
107;133100;渡島松前町;Matsumae-chō;1070001;133101;渡島松前町清部;Matsumae-chō Kiyobe;41.5247;140.0067;1.118
107;133200;福島町;Fukushima-chō;1070120;133220;福島町福島;Fukushima-chō Fukushiam;41.4861;140.2469;1.440
107;133300;知内町;Shiriuchi-chō;1070200;133300;知内町小谷石;Shiriuchi-chō Kotani-ishi;41.5319;140.4139;1.413
107;133300;知内町;Shiriuchi-chō;1070231;133331;知内町重内;Shiriuchi-chō Omonai;41.5983;140.4186;1.940
107;133400;木古内町;Kikonai-chō;1070321;133421;木古内町木古内;Kikonai-chō Kikonai;41.68;140.4328;1.749
110;136100;檜山江差町;Esashi-chō;1100001;136101;檜山江差町姥神;Esashi-chō Ubagami;41.8678;140.1247;1.676
110;136100;檜山江差町;Esashi-chō;1100020;136120;檜山江差町中歌町;Esashi-chō Nakauta-chō;41.8689;140.1269;1.645
110;136200;上ノ国町;Kaminokuni-chō;1100120;136220;上ノ国町湯ノ岱;Kaminokuni-chō Yunotai;41.7492;140.2511;1.115
110;136200;上ノ国町;Kaminokuni-chō;1100121;136221;上ノ国町小砂子;Kaminokuni-chō Chiizago;41.6486;139.9975;1.095
110;136200;上ノ国町;Kaminokuni-chō;1100131;136231;上ノ国町大留;Kaminokuni-chō Ōdome;41.8006;140.1208;1.783
110;136300;厚沢部町;Assabu-chō;1100220;136320;厚沢部町木間内;Assabu-chō Kimanai;41.935;140.3694;0.985
110;136300;厚沢部町;Assabu-chō;1100231;136331;厚沢部町新町;Assabu-chō Shin-machi;41.9211;140.2256;1.980
110;136400;乙部町;Otobe-chō;1100331;136431;乙部町緑町;Otobe-chō Midori-machi;41.9683;140.1361;1.824
110;137000;今金町;Imakane-chō;1100820;137020;今金町今金;Imakane-chō Imakane;42.4283;140.0175;2.040
110;137100;せたな町;Setana-chō;1100900;137100;せたな町北檜山区豊岡;Setana-chō Kita-hiyama-ku Toyooka;42.4225;139.8767;2.166
110;137100;せたな町;Setana-chō;1100920;137120;せたな町大成区都;Setana-chō Taisei-ku Miyako;42.2283;139.8183;0.920
110;137100;せたな町;Setana-chō;1100921;137121;せたな町瀬棚区本町;Setana-chō Setana-ku Hon-chō;42.45;139.8536;1.639
110;137100;せたな町;Setana-chō;1100922;137122;せたな町瀬棚区北島歌;Setana-chō Setana-ku Kita-shimauta;42.5947;139.8286;1.256
110;137100;せたな町;Setana-chō;1100931;137131;せたな町北檜山区徳島;Setana-chō Kita-hiyama-ku Tokushima;42.4175;139.8828;2.166
115;120300;小樽市;Otaru-shi;1150000;120300;小樽市勝納町;Otaru-shi Katsunai-chō;43.1825;141.0169;0.949
115;120300;小樽市;Otaru-shi;1150020;120320;小樽市花園町;Otaru-shi Hanzono-chō;43.1906;140.9933;1.064
115;140500;積丹町;Shakotan-chō;1150100;140500;積丹町日司町;Shakotan-chō Hizuka-chō;43.3547;140.4722;0.669
115;140500;積丹町;Shakotan-chō;1150120;140520;積丹町美国町;Shakotan-chō Bikuni-chō;43.2919;140.6014;1.476
115;140500;積丹町;Shakotan-chō;1150121;140521;積丹町余別町;Shakotan-chō Yobetsu-chō;43.3233;140.3789;1.247
115;140600;古平町;Furubira-chō;1150231;140631;古平町浜町;Furubira-chō Hama-chō;43.2653;140.6389;1.749
115;140700;仁木町;Niki-chō;1150331;140731;仁木町西町;Niki-chō Nishi-machi;43.1517;140.7658;1.394
115;140800;余市町;Yoiichi-chō;1150400;140800;余市町朝日町;Yoiichi-chō Asahi-chō;43.195;140.7833;1.749
115;140800;余市町;Yoiichi-chō;1150420;140820;余市町浜中町;Yoiichi-chō Hamanaka-chō;43.1972;140.7817;1.749
115;140900;赤井川村;Akaigawa-mura;1150520;140920;赤井川村赤井川;Akaigawa-mura Akaigawa;43.0844;140.8197;1.076
116;139500;ニセコ町;Niseko-chō;1160020;139520;ニセコ町中央通;Niseko-chō Chūōdōri;42.8075;140.6875;0.988
116;139600;真狩村;Makkari-mura;1160132;139632;真狩村真狩;Makkari-mura Makkari;42.7628;140.8036;0.988
116;139700;留寿都村;Rusutsu-mura;1160231;139731;留寿都村留寿都;Rusutsu-mura Rusutsu;42.7369;140.8756;1.365
116;139800;喜茂別町;Kimobetsu-chō;1160320;139820;喜茂別町喜茂別;Kimobetsu-chō Kimobetsu;42.7975;140.9364;1.078
116;139900;京極町;Kyōgoku-chō;1160431;139931;京極町京極;Kyōgoku-chō Kyōgoku;42.8583;140.8844;1.273
116;140000;倶知安町;Kutchan-chō;1160500;140000;倶知安町南１条;Kutchan-chō Minami-1-jō;42.9008;140.7572;1.969
116;140000;倶知安町;Kutchan-chō;1160520;140020;倶知安町北４条;Kutchan-chō Kita-4-jō;42.9056;140.7669;1.971
117;139100;島牧村;Shimamaki-mura;1170000;139100;島牧村江ノ島;Shimamaki-mura Enoshima;42.6453;140.0411;1.048
117;139100;島牧村;Shimamaki-mura;1170020;139120;島牧村泊;Shimamaki-mura Tomari;42.7008;140.0614;1.442
117;139200;寿都町;Suttsu-chō;1170101;139201;寿都町新栄;Suttsu-chō Shinei;42.7956;140.2242;0.883
117;139200;寿都町;Suttsu-chō;1170120;139220;寿都町渡島;Suttsu-chō Toshima;42.7903;140.2303;0.946
117;139300;黒松内町;Kuromatsunai-chō;1170221;139321;黒松内町黒松内;Kuromatsunai-chō Kuromatsunai;42.6678;140.3047;1.258
117;139400;蘭越町;Rankoshi-chō;1170320;139420;蘭越町蘭越;Rankoshi-chō Rankoshi;42.805;140.53;0.935
117;140100;共和町;Kyōwa-chō;1170431;140131;共和町南幌似;Kyōwa-chō Minami-horoni;42.98;140.6114;2.136
117;140200;岩内町;Iwanai-chō;1170501;140201;岩内町高台;Iwanai-chō Takadai;42.9797;140.515;1.848
117;140200;岩内町;Iwanai-chō;1170520;140220;岩内町清住;Iwanai-chō Kiyozumi;42.9792;140.5092;2.087
117;140300;泊村;Tomari-mura;1170631;140331;泊村茅沼村;Tomari-mura Kayanuma-mura;43.0628;140.4992;1.442
117;140400;神恵内村;Kamoenai-mura;1170720;140420;神恵内村神恵内;Kamoenai-mura Kamoenai;43.1447;140.4353;1.249
119;136700;奥尻町;Okushiri-chō;1190001;136701;奥尻町松江;Okushiri-chō Matsue;42.0847;139.4703;0.879
119;136700;奥尻町;Okushiri-chō;1190031;136731;奥尻町奥尻;Okushiri-chō Okushiri;42.1725;139.5142;1.717
120;122800;深川市;Fukagawa-shi;1200020;122820;深川市１条;Fukagawa-shi 1-jō;43.7242;142.0525;2.044
120;143300;妹背牛町;Moseushi-chō;1200131;143331;妹背牛町妹背牛;Moseushi-chō Moseushi;43.7003;141.9617;2.119
120;143400;秩父別町;Chippubetsu-chō;1200231;143431;秩父別町役場;Chippubetsu Town Hall;43.7672;141.9578;2.038
120;143700;北竜町;Hokuryū-chō;1200300;143700;北竜町竜西;Hokuryū-chō Ryūsei;43.7453;141.7211;0.929
120;143700;北竜町;Hokuryū-chō;1200331;143731;北竜町和;Hokuryū-chō Yawara;43.7317;141.8792;1.835
120;143800;沼田町;Numata-chō;1200420;143820;沼田町沼田;Numata-chō Numata;43.8006;141.9342;2.031
121;121600;芦別市;Atsubetsu-shi;1210000;121600;芦別市旭町;Atsubetsu-shi Asahi-chō;43.5067;142.2192;0.669
121;121600;芦別市;Atsubetsu-shi;1210020;121620;芦別市北２条;Atsubetsu-shi Kita-2-jō;43.5197;142.1914;1.064
121;121800;赤平市;Akabira-shi;1210131;121831;赤平市泉町;Akabira-shi Izumi-machi;43.5578;142.0442;0.906
121;122500;滝川市;Takikawa-shi;1210200;122500;滝川市大町;Takikawa-shi Ō-machi;43.5572;141.9106;1.273
121;122500;滝川市;Takikawa-shi;1210220;122520;滝川市新町;Takikawa-shi Shin-machi;43.5522;141.9172;1.278
121;122600;砂川市;Sunagawa-shi;1210332;122632;砂川市西７条;Sunagawa-shi Nishi-7-jō;43.4947;141.9022;2.068
121;122700;歌志内市;Utashinai-shi;1210431;122731;歌志内市本町;Utashinai-shi Hon-chō;43.5211;142.0347;0.859
121;142400;奈井江町;Naie-chō;1210531;142431;奈井江町奈井江;Naie-chō Naie;43.425;141.8831;1.273
121;142500;上砂川町;Kamisunagawa-chō;1210632;142532;上砂川町上砂川;Kamisunagawa-chō Kamisunagawa;43.4825;141.9844;0.842
121;143100;浦臼町;Urausu-chō;1210730;143130;浦臼町ウラウスナイ;Urausu-chō Urausunai;43.4303;141.8189;2.110
121;143200;新十津川町;Shintotsukawa-chō;1210832;143232;新十津川町中央;Shintotsukawa-chō Chūō;43.5489;141.8769;2.107
121;143600;雨竜町;Uryū-chō;1210932;143632;雨竜町フシコウリウ;Uryū-chō Fushikouriu;43.6439;141.8894;2.077
122;120900;夕張市;Yubari-shi;1220000;120900;夕張市若菜;Yubari-shi Wakana;43.0286;141.9653;0.814
122;121000;岩見沢市;Iwamizawa-shi;1220100;121000;岩見沢市５条;Iwamizawa-shi 5-jō;43.2125;141.7856;2.055
122;121000;岩見沢市;Iwamizawa-shi;1220120;121020;岩見沢市鳩が丘;Iwamizawa-shi Hatogaoka;43.1967;141.7753;0.969
122;121000;岩見沢市;Iwamizawa-shi;1220132;121032;岩見沢市北村赤川;Iwamizawa-shi Kita-mura Akagawa;43.2619;141.6964;2.231
122;121000;岩見沢市;Iwamizawa-shi;1220134;121034;岩見沢市栗沢町東本町;Iwamizawa-shi Kurizawa-chō Higashi-hon-chō;43.1217;141.7464;2.105
122;121500;美唄市;Bibai-shi;1220201;121501;美唄市西５条;Bibai-shi Nishi-5-jō;43.3344;141.8467;2.120
122;121500;美唄市;Bibai-shi;1220220;121520;美唄市西３条;Bibai-shi Nishi-3-jō;43.3331;141.8553;1.288
122;122200;三笠市;Mikasa-shi;1220331;122231;三笠市幸町;Mikasa-shi Saiwai-chō;43.2456;141.8753;1.204
122;142300;南幌町;Namporo-chō;1220631;142331;南幌町栄町;Namporo-chō Sakae-machi;43.0636;141.6506;2.216
122;142700;由仁町;Yuni-chō;1220720;142720;由仁町新光;Yuni-chō Shinkō;42.9983;141.7903;2.006
122;142800;長沼町;Naganuma-chō;1220831;142831;長沼町中央;Naganuma-chō Chūō;43.0106;141.6953;2.163
122;142900;栗山町;Kuriyama-chō;1220931;142931;栗山町松風;Kuriyama-chō Matsukaze;43.0564;141.7842;2.059
122;143000;月形町;Tsukigata-chō;1221020;143020;月形町円山公園;Tsukigata-chō Maruyama Park;43.3442;141.6633;1.222
125;122000;士別市;Shibetsu-shi;1250001;122001;士別市朝日町;Shibetsu-shi Asahi-chō;44.1186;142.5931;0.902
125;122000;士別市;Shibetsu-shi;1250002;122002;士別市東６条;Shibetsu-shi Higashi-6-jō;44.1769;142.4011;1.708
125;122000;士別市;Shibetsu-shi;1250021;122021;士別市東３条;Shibetsu-shi Higashi-3-jō;44.1819;142.3942;1.940
125;122100;名寄市;Nayoro-shi;1250100;122100;名寄市大通;Nayoro-shi Ōdōri;44.3556;142.4631;1.163
125;122100;名寄市;Nayoro-shi;1250120;122120;名寄市西５条;Nayoro-shi Nishi-5-jō;44.3597;142.4544;1.165
125;122100;名寄市;Nayoro-shi;1250131;122131;名寄市風連町;Nayoro-shi Fūren-chō;44.2919;142.4142;1.154
125;146400;和寒町;Wassamu-chō;1250220;146420;和寒町西町;Wassamu-chō Nishi-machi;44.0233;142.4122;1.040
125;146500;剣淵町;Kembuchi-chō;1250331;146531;剣淵町仲町;Kembuchi-chō Naka-machi;44.0958;142.3617;1.022
125;146800;下川町;Shimokawa-chō;1250620;146820;下川町北町;Shimokawa-chō Kita-machi;44.3108;142.6417;0.832
125;146900;美深町;Bifuka-chō;1250720;146920;美深町西町;Bifuka-chō Nishi-machi;44.4806;142.3425;1.966
125;146900;美深町;Bifuka-chō;1250721;146921;美深町仁宇布;Bifuka-chō Niubu;44.545;142.5689;0.935
125;147000;音威子府村;Oteineppu-mura;1250820;147020;音威子府村音威子府;Oteineppu-mura Oteineppu;44.7283;142.2633;1.172
125;147100;上川中川町;Nakagawa-chō;1250920;147120;上川中川町中川;Nakagawa-chō Nakagawa;44.8114;142.0717;2.046
125;147200;幌加内町;Horokanai-chō;1251020;147220;幌加内町平和;Horokanai-chō Heiwa;44.0069;142.1483;1.916
125;147200;幌加内町;Horokanai-chō;1251021;147221;幌加内町朱鞠内;Horokanai-chō Shumarinai;44.2806;142.1611;0.923
126;120400;旭川市;Asahikawa-shi;1260001;120401;旭川市宮前１条;Asahikawa-shi Miyamae 1-jō;43.7575;142.3728;1.137
126;120400;旭川市;Asahikawa-shi;1260020;120420;旭川市７条;Asahikawa-shi 7-jō;43.7725;142.3647;1.151
126;145200;鷹栖町;Takasu-chō;1260131;145231;鷹栖町南１条;Takasu-chō Minami-1-jō;43.8431;142.3544;1.137
126;145300;東神楽町;Higashi-kagura-chō;1260231;145331;東神楽町南１条;Higashi-kagura-chō Minami-1-jō;43.6961;142.4514;1.097
126;145400;当麻町;Tōma-chō;1260331;145431;当麻町３条;Tōma-chō 3-jō;43.8278;142.5075;1.116
126;145500;比布町;Pippu-chō;1260431;145531;比布町北町;Pippu-chō Kita-machi;43.8753;142.4778;1.111
126;145600;愛別町;Aibetsu-chō;1260520;145620;愛別町南町;Aibetsu-chō Minami-machi;43.9089;142.5694;1.080
126;145700;上川地方上川町;Kamikawa-chō;1260601;145701;上川地方上川町越路;Kamikawa-chō Koshiji;43.8761;142.7436;0.768
126;145700;上川地方上川町;Kamikawa-chō;1260620;145720;上川地方上川町花園町;Kamikawa-chō Hanazono-chō;43.8542;142.7683;0.988
126;145700;上川地方上川町;Kamikawa-chō;1260621;145721;上川地方上川町清川;Kamikawa-chō Kiyokawa;43.7703;142.9031;1.139
126;145800;東川町;Higashi-kawa-chō;1260730;145830;東川町東町;Higashi-kawa-chō Higashi-machi;43.6986;142.51;1.083
126;145900;美瑛町;Biei-chō;1260820;145920;美瑛町本町;Biei-chō Moto-machi;43.5883;142.4675;1.076
126;145900;美瑛町;Biei-chō;1260821;145921;美瑛町忠別;Biei-chō Chūbetsu;43.6247;142.6836;0.988
127;122900;富良野市;Furano-shi;1270000;122900;富良野市若松町;Furano-shi Wakamatsu-chō;43.3456;142.3842;1.411
127;122900;富良野市;Furano-shi;1270020;122920;富良野市末広町;Furano-shi Suehiro-chō;43.3419;142.3844;1.411
127;146000;上富良野町;Kami-furano-chō;1270100;146000;上富良野町大町;Kami-furano-chō Ō-machi;43.4556;142.4669;1.080
127;146100;中富良野町;Naka-furano-chō;1270231;146131;中富良野町本町;Naka-furano-chō Moto-machi;43.4053;142.4253;1.997
127;146200;南富良野町;Minami-furano-chō;1270300;146200;南富良野町幾寅;Minami-furano-chō Ikutora;43.1664;142.5903;1.200
127;146200;南富良野町;Minami-furano-chō;1270320;146220;南富良野町役場;Minami-furano Town Hall;43.1664;142.5661;1.036
127;146300;占冠村;Shimukappu-mura;1270420;146320;占冠村中央;Shimukappu-mura Chūō;42.9803;142.3994;0.908
130;148300;苫前町;Tomamae-chō;1300031;148331;苫前町旭;Tomamae-chō Asahi;44.3058;141.6528;1.193
130;148400;羽幌町;Haboro-chō;1300100;148400;羽幌町南３条;Haboro-chō Minami-3-jō;44.3631;141.7008;1.848
130;148400;羽幌町;Haboro-chō;1300101;148401;羽幌町焼尻;Haboro-chō Yagishiri;44.4292;141.4228;1.117
130;148400;羽幌町;Haboro-chō;1300120;148420;羽幌町南町;Haboro-chō Minami-machi;44.3608;141.6978;1.260
130;148500;初山別村;Shosambetsu-mura;1300200;148500;初山別村有明;Shosambetsu-mura Ariake;44.4017;141.8492;0.669
130;148500;初山別村;Shosambetsu-mura;1300220;148520;初山別村初山別;Shosambetsu-mura Shosambetsu;44.5322;141.7664;1.828
130;148600;遠別町;Enbetsu-chō;1300320;148620;遠別町本町;Enbetsu-chō Hon-chō;44.7194;141.8283;2.047
130;148700;天塩町;Teshio-chō;1300420;148720;天塩町川口;Teshio-chō Kawaguchi;44.8844;141.75;2.126
131;121200;留萌市;Rumoi-shi;1310001;121201;留萌市大町;Rumoi-shi Ō-machi;43.9461;141.6319;1.339
131;121200;留萌市;Rumoi-shi;1310020;121220;留萌市幸町;Rumoi-shi Saiwai-chō;43.9406;141.6369;1.442
131;148100;増毛町;Mashike-chō;1310120;148120;増毛町見晴町;Mashike-chō Miharashi-chō;43.8514;141.5275;1.515
131;148100;増毛町;Mashike-chō;1310121;148121;増毛町岩尾;Mashike-chō Iwao;43.7733;141.3683;0.999
131;148200;小平町;Obira-chō;1310220;148220;小平町鬼鹿;Obira-chō Onishika;44.1483;141.6642;1.117
131;148200;小平町;Obira-chō;1310221;148221;小平町達布;Obira-chō Tappu;44.0489;141.8572;1.200
135;121400;稚内市;Wakkanai-shi;1350001;121401;稚内市恵北;Wakkanai-shi Keihoku;45.3181;141.8933;0.977
135;121400;稚内市;Wakkanai-shi;1350002;121402;稚内市開運;Wakkanai-shi Kaiun;45.4153;141.6781;1.524
135;121400;稚内市;Wakkanai-shi;1350020;121420;稚内市中央;Wakkanai-shi Chūō;45.4161;141.6719;1.107
135;121400;稚内市;Wakkanai-shi;1350021;121421;稚内市宗谷岬;Wakkanai-shi Cape Sōya;45.5131;141.9547;1.442
135;121400;稚内市;Wakkanai-shi;1350023;121423;稚内市沼川;Wakkanai-shi Numakawa;45.2522;141.8531;1.067
135;151100;猿払村;Sarufutsu-mura;1350121;151121;猿払村浅茅野;Sarufutsu-mura Asajino;45.2139;142.2253;1.936
135;151100;猿払村;Sarufutsu-mura;1350122;151122;猿払村浜鬼志別;Sarufutsu-mura Hamaonishibetsu;45.3328;142.1747;1.283
135;151600;豊富町;Toyotomi-chō;1350220;151620;豊富町西６条;Toyotomi-chō Nishi-6-jō;45.1028;141.7667;2.052
135;152000;幌延町;Horonobe-chō;1350331;152031;幌延町宮園町;Horonobe-chō Miyazono-machi;45.0172;141.8492;1.323
136;151200;浜頓別町;Hamatombetsu-chō;1360020;151220;浜頓別町クッチャロ;Hamatombetsu-chō Kutcharo;45.1264;142.3517;1.301
136;151300;中頓別町;Nakatombetsu-chō;1360120;151320;中頓別町中頓別;Nakatombetsu-chō Nakatombetsu;44.9697;142.2906;1.267
136;151400;宗谷枝幸町;Esashi-chō;1360201;151401;宗谷枝幸町岬町;Esashi-chō Misaki-chō;44.9611;142.5797;1.158
136;151400;宗谷枝幸町;Esashi-chō;1360203;151403;宗谷枝幸町本町;Esashi-chō Hon-chō;44.94;142.585;1.452
136;151400;宗谷枝幸町;Esashi-chō;1360220;151420;宗谷枝幸町栄町;Esashi-chō Sakae-chō;44.9375;142.5742;0.999
136;151400;宗谷枝幸町;Esashi-chō;1360221;151421;宗谷枝幸町歌登東町;Esashi-chō Utanoborihogashi-machi;44.8417;142.4808;1.940
136;151400;宗谷枝幸町;Esashi-chō;1360222;151422;宗谷枝幸町風烈布;Esashi-chō Fūreppu;44.7406;142.7631;1.216
139;151700;礼文町;Rebun-chō;1390000;151700;礼文町上泊埼;Rebun-chō Uedomarisaki;45.4233;141.065;1.476
139;151700;礼文町;Rebun-chō;1390020;151720;礼文町香深;Rebun-chō Kafuka;45.3047;141.0475;0.669
139;151700;礼文町;Rebun-chō;1390021;151721;礼文町船泊;Rebun-chō Funadomari;45.4406;141.0367;1.749
139;151800;利尻町;Rishiri-chō;1390131;151831;利尻町沓形;Rishiri-chō Kutsugata;45.1869;141.1397;1.278
139;151900;利尻富士町;Rishiri-fuji-chō;1390200;151900;利尻富士町鬼脇;Rishiri-fuji-chō Oniwaki;45.14;141.3072;1.316
139;151900;利尻富士町;Rishiri-fuji-chō;1390220;151920;利尻富士町鴛泊;Rishiri-fuji-chō Oshidomari;45.2458;141.2169;1.355
140;121100;網走市;Abashiri-shi;1400000;121100;網走市台町;Abashiri-shi Dai-machi;44.0181;144.2794;1.476
140;121100;網走市;Abashiri-shi;1400020;121120;網走市南６条;Abashiri-shi Minami-6-jō;44.02;144.2728;1.805
140;154300;美幌町;Bihoro-chō;1400301;154301;美幌町東３条;Bihoro-chō Higashi-3-jō;43.8158;144.1031;1.010
140;154400;津別町;Tsubetsu-chō;1400420;154420;津別町幸町;Tsubetsu-chō Saiwai-machi;43.7053;144.0269;1.038
140;154500;斜里町;Shari-chō;1400500;154500;斜里町本町;Shari-chō Hon-machi;43.9114;144.6711;1.991
140;154500;斜里町;Shari-chō;1400521;154521;斜里町ウトロ香川;Shari-chō Utorokagawa;44.0697;144.9972;1.476
140;154600;清里町;Kiyosato-chō;1400631;154631;清里町羽衣町;Kiyosato-chō Hagoromo-machi;43.835;144.5944;1.298
140;154700;小清水町;Koshimizu-chō;1400720;154720;小清水町小清水;Koshimizu-chō Koshimizu;43.8564;144.4628;1.482
